"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","File_loc","Year","original","taxa_data.scientificNameAuthorship.i.","Title","EID","taxa_data.family.i.","taxa_data.ï..taxonID.i.","taxa_data.acceptedNameUsageID.i.","taxa_data.parentNameUsageID.i.","taxa_data.taxonomicStatus.i.","level"
"9469","Liriomyza trifolii","Animalia","Insecta","Diptera","10.2307/1941770","1992","L. trifolii","Burgess 1880","The effect of leaf-mining by Liriomyza trifolii on seed set in greenhouse marigolds","2-s2.0-0027036791","Agromyzidae","8674759",NA,"33366979","accepted name","2b"
"9470","Hadena confusa","Animalia","Insecta","Lepidoptera","10.1111/j.1365-2311.1992.tb01054.x","1992","H. confusa","Hufnagel 1766","Density?dependent egg dispersion in flowers of Silene vulgaris by the seed predator Hadena confusa (Noctuidae)","2-s2.0-0027042910","Noctuidae","10726859",NA,"33323350","accepted name","2b"
"9471","Bombus flavifrons","Animalia","Insecta","Hymenoptera","","1992","B. flavifrons","Cresson 1863","The flight directionality of bumblebees: do they remember where they came from?","2-s2.0-0027040633","Apidae","6931891",NA,"33355584","accepted name","2b"
"9472","Mystacina tuberculata","Animalia","Mammalia","Chiroptera","10.1080/0028825X.1991.10415545","1991","M. tuberculata","Gray 1843","Pollination and seed dispersal in freycinetia baueriana, a dioecious liane that has lost its bat pollinator","2-s2.0-0026268291","Mystacinidae","27707530",NA,"33345674","accepted name","2b"
"9473","Bombus occidentalis","Animalia","Insecta","Hymenoptera","10.1111/j.1442-1984.1991.tb00215.x","1991","B. occidentalis","Greene 1858","Pollination Ecology and Endemic Trends in Pedicularis bracteosa var. atrosanguinea Pennell & Thompson (Scrophulariaceae) in North America","2-s2.0-84995037654","Apidae","6931915",NA,"33355584","accepted name","2b"
"9474","Ceratosolen galili","Animalia","Insecta","Hymenoptera","","1991","C. galili","Wiebes 1964","Studies of Ceratosolen galili, a non-pollinating agaonid fig wasp","2-s2.0-0026282726","Agaonidae","4542947",NA,"33320032","accepted name","2b"
"9475","Ceratosolen arabicus","Animalia","Insecta","Hymenoptera","","1991","C. arabicus","Mayr 1906","Studies of Ceratosolen galili, a non-pollinating agaonid fig wasp","2-s2.0-0026282726","Agaonidae","4542874",NA,"33320032","accepted name","2b"
"9476","Rediviva rufocincta","Animalia","Insecta","Hymenoptera","","1991","R. rufocincta","Cockerell 1934","Oil flowers and oil bees: further evidence for pollinator adaptation","2-s2.0-0026268492","Melittidae","6961893",NA,"33369682","accepted name","2b"
"9477","Rediviva rufocincta","Animalia","Insecta","Hymenoptera","","1991","R. rufocincta","Cockerell 1934","Oil flowers and oil bees: further evidence for pollinator adaptation","2-s2.0-0026268492","Melittidae","6961893",NA,"33369682","accepted name","2b"
"9478","Bombus hortorum","Animalia","Insecta","Hymenoptera","10.1080/00218839.1991.11101239","1991","B. hortorum","Linnaeus 1761","Forage for bumble bees and honey bees in farmland: A case study","2-s2.0-0002284282","Apidae","6932008",NA,"33355584","accepted name","2b"
"9479","Bombus pratorum","Animalia","Insecta","Hymenoptera","10.1080/00218839.1991.11101239","1991","B. pratorum","Linnaeus 1761","Forage for bumble bees and honey bees in farmland: A case study","2-s2.0-0002284282","Apidae","6932072",NA,"33355584","accepted name","2b"
"9480","Bombus lapidarius","Animalia","Insecta","Hymenoptera","10.1080/00218839.1991.11101239","1991","B. lapidarius","Linnaeus 1758","Forage for bumble bees and honey bees in farmland: A case study","2-s2.0-0002284282","Apidae","6932028",NA,"33355584","accepted name","2b"
"9481","Bombus pascuorum","Animalia","Insecta","Hymenoptera","10.1080/00218839.1991.11101239","1991","B. pascuorum","Scopoli 1763","Forage for bumble bees and honey bees in farmland: A case study","2-s2.0-0002284282","Apidae","6932064",NA,"33355584","accepted name","2b"
"9482","Apis mellifera","Animalia","Insecta","Hymenoptera","10.1080/00218839.1991.11101239","1991","A. mellifera","Linnaeus 1758","Forage for bumble bees and honey bees in farmland: A case study","2-s2.0-0002284282","Apidae","6845885",NA,"33330735","accepted name","2b"
"9483","Bombus vagans","Animalia","Insecta","Hymenoptera","","1991","B. vagans","Smith 1854","Movements of male and worker bumblebees on and between flowers","2-s2.0-0026271234","Apidae","6931934",NA,"33355584","accepted name","2b"
"9484","Bombus vagans","Animalia","Insecta","Hymenoptera","","1991","B. vagans","Smith 1854","Movements of male and worker bumblebees on and between flowers","2-s2.0-0026271234","Apidae","6931934",NA,"33355584","accepted name","2b"
"9485","Agraulis vanillae","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Linnaeus 1758","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10688843",NA,"33324747","accepted name","2b"
"9486","Agraulis vanillae catella","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Stichel 1907","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757287",NA,"10688843","accepted name","2b"
"9487","Agraulis vanillae forbesi","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Michener 1942","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757288",NA,"10688843","accepted name","2b"
"9488","Agraulis vanillae galapagensis","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Holland 1890","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757289",NA,"10688843","accepted name","2b"
"9489","Agraulis vanillae incarnata","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Riley 1926","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757290",NA,"10688843","accepted name","2b"
"9490","Agraulis vanillae insularis","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Maynard 1889","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757291",NA,"10688843","accepted name","2b"
"9491","Agraulis vanillae lucina","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Felder  Felder 1862","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757292",NA,"10688843","accepted name","2b"
"9492","Agraulis vanillae maculosa","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Stichel 1907","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757293",NA,"10688843","accepted name","2b"
"9493","Agraulis vanillae nigrior","Animalia","Insecta","Lepidoptera","10.1007/BF00994433","1991","A. vanillae","Michener 1942","Dual role of pyrrolizidine alkaloids in nectar","2-s2.0-0000228151","Nymphalidae","10757294",NA,"10688843","accepted name","2b"
"9494","Alosterna tabacicolor","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Degeer 1775","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23164750",NA,"33364215","accepted name","2b"
"9495","Alosterna tabacicolor tokatensis","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Pic 1901","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23165956",NA,"23164750","accepted name","2b"
"9496","Alosterna tabacicolor erythropus","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Gebler 1841","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23165957",NA,"23164750","accepted name","2b"
"9497","Alosterna tabacicolor tenebris","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Danilevsky 2012","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23190591",NA,"23164750","accepted name","2b"
"9498","Alosterna tabacicolor sakhalinensis","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Danilevsky 2012","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23190592",NA,"23164750","accepted name","2b"
"9499","Alosterna tabacicolor subvittata","Animalia","Insecta","Coleoptera","10.1016/0006-3207(90)90114-5","1990","A. tabacicolor","Reitter 1885","Pollination of the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of Northeastern Poland","2-s2.0-0025206505","Cerambycidae","23191138",NA,"23164750","accepted name","2b"
"9500","Tomares ballus","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Fabricius 1787","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554375",NA,"33342293","accepted name","2b"
"9501","Tomares ballus bisaurantia","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Turati 1928","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554376",NA,"15554375","accepted name","2b"
"9502","Tomares ballus catalonica","Animalia","Insecta","Lepidoptera","","1990","T. ballus","de Sagarra y Castellarnau 1930","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554377",NA,"15554375","accepted name","2b"
"9503","Tomares ballus cyrenaica","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Turati 1924","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554378",NA,"15554375","accepted name","2b"
"9504","Tomares ballus illuminata","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Turati 1924","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554379",NA,"15554375","accepted name","2b"
"9505","Tomares ballus flavosticta","Animalia","Insecta","Lepidoptera","","1990","T. ballus","De Sagarra 1927","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554380",NA,"15554375","accepted name","2b"
"9506","Tomares ballus maresticus","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Graves 1918","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554381",NA,"15554375","accepted name","2b"
"9507","Tomares ballus masoi","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Pujol 1948","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554382",NA,"15554375","accepted name","2b"
"9508","Tomares ballus mauretanicoides","Animalia","Insecta","Lepidoptera","","1990","T. ballus","BarraguÃ 1954","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554383",NA,"15554375","accepted name","2b"
"9509","Tomares ballus oberthuri","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Holl 1909","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554384",NA,"15554375","accepted name","2b"
"9510","Tomares ballus phychrokoilios","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Forbes 1929","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554385",NA,"15554375","accepted name","2b"
"9511","Tomares ballus weberi","Animalia","Insecta","Lepidoptera","","1990","T. ballus","Holl 1909","The effect of seed predation by Tomares ballus (Lepidoptera: Lycaenidae) on Astragalus lusitanicus (Fabaceae): determinants of differences among patches","2-s2.0-0025223587","Lycaenidae","15554386",NA,"15554375","accepted name","2b"
"9512","Archilochus alexandri","Animalia","Aves","Apodiformes","","1990","A. alexandri","Bourcier  Mulsant 1846","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27740365",NA,"33479356","accepted name","2b"
"9513","Amazilia rutila","Animalia","Aves","Apodiformes","","1990","A. rutila","Delattre 1843","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27743394",NA,"33334130","accepted name","2b"
"9514","Amazilia rutila corallirostris","Animalia","Aves","Apodiformes","","1990","A. rutila","Bourcier  Mulsant 1846","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27753675",NA,"27743394","accepted name","2b"
"9515","Amazilia rutila diluta","Animalia","Aves","Apodiformes","","1990","A. rutila","van Rossem 1938","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27753676",NA,"27743394","accepted name","2b"
"9516","Amazilia rutila graysoni","Animalia","Aves","Apodiformes","","1990","A. rutila","Lawrence 1867","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27753677",NA,"27743394","accepted name","2b"
"9517","Amazilia rutila rutila","Animalia","Aves","Apodiformes","","1990","A. rutila","Delattre 1843","Hummingbirds and their floral resources in a tropical dry forest in Mexico","2-s2.0-0025631532","Trochilidae","27753678",NA,"27743394","accepted name","2b"
"9518","Xysticus kochi","Animalia","Arachnida","Araneae","10.1111/j.1439-0418.1990.tb00108.x","1990","X. kochi","Thorell 1872","Spiders associated with selected European hay meadows, and the effects of habitat disturbance, with the predation ecology of the crab spiders, Xysticus spp. (Araneae, Thomisidae)","2-s2.0-0001196224","Thomisidae","32563029",NA,"33402024","accepted name","2b"
"9519","Xysticus kochi abchasicus","Animalia","Arachnida","Araneae","10.1111/j.1439-0418.1990.tb00108.x","1990","X. kochi","Mcheidze  Utochkin 1971","Spiders associated with selected European hay meadows, and the effects of habitat disturbance, with the predation ecology of the crab spiders, Xysticus spp. (Araneae, Thomisidae)","2-s2.0-0001196224","Thomisidae","32563030",NA,"32563029","accepted name","2b"
"9520","Callonychium petuniae","Animalia","Insecta","Hymenoptera","10.1111/j.1439-0469.1990.tb00373.x","1990","C. petuniae","Cure  Wittman 1990","Coevolved reproductive strategies in the oligolectic bee Callonychium petuniae (Apoidea, Andrenidae) and three purple flowered Petunia species (Solanaceae) in southern Brazil","2-s2.0-0001648191","Andrenidae","6961371",NA,"33356927","accepted name","2b"
"9521","Camponotus rectangularis","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Emery 1890","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","6876058",NA,"33305628","accepted name","2b"
"9522","Camponotus rectangularis rectangularis","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Emery 1890","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","7009944",NA,"6876058","accepted name","2b"
"9523","Camponotus rectangularis rubroniger","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Forel 1899","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","7009945",NA,"6876058","accepted name","2b"
"9524","Camponotus rectangularis setipes","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Forel 1904","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","7009946",NA,"6876058","accepted name","2b"
"9525","Camponotus rectangularis sordidatus","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Wheeler 1934","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","7009947",NA,"6876058","accepted name","2b"
"9526","Camponotus rectangularis willowsi","Animalia","Insecta","Hymenoptera","10.1007/BF00378956","1989","C. rectangularis","Wheeler 1933","Effect of different ant species on reproductive fitness of Schomburgkia tibicinis (Orchidaceae)","2-s2.0-0024911918","Formicidae","7009948",NA,"6876058","accepted name","2b"
"9527","Diphucephala affinis","Animalia","Insecta","Coleoptera","10.1007/BF00936102","1989","D. affinis","Waterhouse 1837","Notes on Diphucephala affinis (Coleoptera:Scarabaeidae) associated with flowers of Hibbertia and Acacia in Western Australia","2-s2.0-0041650716","Melolonthidae","32609919",NA,"33332362","accepted name","2b"
"9528","Eulaema cingulata","Animalia","Insecta","Hymenoptera","","1989","E. cingulata","Fabricius 1804","Pollination of Dalechampia magnoliifolia (Euphorbiaceae) by male euglossine bees","2-s2.0-0024875352","Apidae","6971662",NA,"33330714","accepted name","2b"
"9529","Bombus terrestris","Animalia","Insecta","Hymenoptera","10.1080/00779962.1989.9722558","1989","B. terrestris","Linnaeus 1758","Use of bumble bees, bombus terrestris, as pollinators of kiwifruit and lucerne in New Zealand","2-s2.0-0344020793","Apidae","6931931",NA,"33355584","accepted name","2b"
"9530","Bombus melanopygus","Animalia","Insecta","Hymenoptera","","1989","B. melanopygus","Nylander 1848","Pollination biology of Platanthera stricta (Orchidaceae) in Olympic National Park, Washington","2-s2.0-0024876278","Apidae","6931908",NA,"33355584","accepted name","2b"
"9531","Amegilla sapiens","Animalia","Insecta","Hymenoptera","10.1080/00218839.1989.11101189","1989","A. sapiens","Cockerell 1911","Pollination of cardamom in Papua New Guinea","2-s2.0-33645444422","Apidae","6970928",NA,"33301210","accepted name","2b"
"9532","Asindulum nigrum","Animalia","Insecta","Diptera","10.1111/j.1600-0587.1989.tb00818.x","1989","A. nigrum","Latreille 1805","Flowering and seasonal changes in flower sex ratio and frequency of flower visitors in a population of Saxifraga hirculus","2-s2.0-0024571938","Keroplatidae","8685942",NA,"33372586","accepted name","2b"
"9533","Cyclocephala amblyopsis","Animalia","Insecta","Coleoptera","10.1007/BF00377043","1988","C. amblyopsis","Bates 1888","Neighborhood size in a beetle pollinated tropical aroid: effects of low density and asynchronous flowering","2-s2.0-0024179715","Dynastidae","32586237",NA,"33306885","accepted name","2b"
"9534","Cyclocephala amblyopsis","Animalia","Insecta","Coleoptera","10.1007/BF00377043","1988","C. amblyopsis","Bates 1888","Neighborhood size in a beetle pollinated tropical aroid: effects of low density and asynchronous flowering","2-s2.0-0024179715","Dynastidae","32586237",NA,"33306885","accepted name","2b"
"9535","Panogena lingens","Animalia","Insecta","Lepidoptera","10.1111/j.1095-8339.1988.tb01686.x","1988","P. lingens","Butler 1877","Hawk?moth scale analysis and pollination specialization in the epilithic Malagasy endemic Aerangis ellisii (Reichenb. fil.) Schltr. (Orchidaceae)","2-s2.0-84984272303","Sphingidae","10636233",NA,"33325447","accepted name","2b"
"9536","Panogena lingens comorana","Animalia","Insecta","Lepidoptera","10.1111/j.1095-8339.1988.tb01686.x","1988","P. lingens","Griveaud 1960","Hawk?moth scale analysis and pollination specialization in the epilithic Malagasy endemic Aerangis ellisii (Reichenb. fil.) Schltr. (Orchidaceae)","2-s2.0-84984272303","Sphingidae","10749358",NA,"10636233","accepted name","2b"
"9537","Bombylius pygmaeus","Animalia","Insecta","Diptera","10.1080/00222938800770011","1988","B. pygmaeus","Fabricius 1781","Bee flies and bluets: Bombylius(diptera: Bombyliidae) flower-constant on the distylous species, hedyotis caerulea (rubiaceae), and the manner of foraging","2-s2.0-0024255085","Bombyliidae","8670793",NA,"33367488","accepted name","2b"
"9538","Habropoda laboriosa","Animalia","Insecta","Hymenoptera","","1988","H. laboriosa","Fabricius 1804","Foraging ecology of the bee Habropoda laboriosa (Hymenoptera: Anthophoridae), an oligolege of blueberries (Ericaceae: Vaccinium) in the southeastern United States","2-s2.0-0024189277","Apidae","6927784",NA,"33346228","accepted name","2b"
"9539","Melissodes apicata","Animalia","Insecta","Hymenoptera","10.1007/BF00378928","1987","M. apicata","Lovell  Cockerell 1906","Pollinator foraging behavior and pollen collection on the floral morphs of tristylous Pontederia cordata L.","2-s2.0-0023527227","Apidae","6927807",NA,"33341468","accepted name","2b"
"9540","Myrmecia urens","Animalia","Insecta","Hymenoptera","10.1007/BF00379410","1987","M. urens","Lowne 1865","Pseudocopulation of an orchid by male ants: a test of two hypotheses accounting for the rarity of ant pollination","2-s2.0-0023497223","Formicidae","6878008",NA,"33348168","accepted name","2b"
"9541","Papilio protenor","Animalia","Insecta","Lepidoptera","10.1007/BF02348618","1987","P. protenor","Cramer 1775","Studies on ecology and behavior of Japanese black swallowtail butterflies. 6. Nectar feeding of Papilio helenus nicconicolens Butler and P. protenor demetrius Cramer as main pollinators of glory bower, Clerodendron trichotomum, Thunb","2-s2.0-0023501532","Papilionidae","11522126",NA,"33311267","accepted name","2b"
"9542","Papilio helenus","Animalia","Insecta","Lepidoptera","10.1007/BF02348618","1987","P. helenus","Linnaeus 1758","Studies on ecology and behavior of Japanese black swallowtail butterflies. 6. Nectar feeding of Papilio helenus nicconicolens Butler and P. protenor demetrius Cramer as main pollinators of glory bower, Clerodendron trichotomum, Thunb","2-s2.0-0023501532","Papilionidae","11522031",NA,"33311267","accepted name","2b"
"9543","Bombus nevadensis","Animalia","Insecta","Hymenoptera","","1987","B. nevadensis","Cresson 1874","Diversity, density, efficiency, and effectiveness of pollinators of cicer milkvetch, Astragalus cicer L.","2-s2.0-0023510643","Apidae","6931914",NA,"33355584","accepted name","2b"
"9544","Bombus nevadensis","Animalia","Insecta","Hymenoptera","","1987","B. nevadensis","Cresson 1874","Diversity, density, efficiency, and effectiveness of pollinators of cicer milkvetch, Astragalus cicer L.","2-s2.0-0023510643","Apidae","6931914",NA,"33355584","accepted name","2b"
"9545","Megachile rotundata","Animalia","Insecta","Hymenoptera","","1987","M. rotundata","Fabricius 1793","Diversity, density, efficiency, and effectiveness of pollinators of cicer milkvetch, Astragalus cicer L.","2-s2.0-0023510643","Megachilidae","6845880",NA,"33327868","accepted name","2b"
"9546","Andrena fuscipes","Animalia","Insecta","Hymenoptera","10.1007/BF01041856","1986","A. fuscipes","Kirby 1802","Odor mimetism? - Key substances in Ophrys lutea-Andrena pollination relationship (Orchidaceae: Andrenidae)","2-s2.0-0001285914","Andrenidae","6960551",NA,"33304086","accepted name","2b"
"9547","Bombus ardens","Animalia","Insecta","Hymenoptera","10.1111/j.1442-1984.1986.tb00018.x","1986","B. ardens","Smith 1879","Evolution of Campanula punctata Lam. in the Izu Islands: Changes of Pollinators and Evolution of Breeding Systems","2-s2.0-0001863631","Apidae","6931944",NA,"33355584","accepted name","2b"
"9548","Bombus ardens","Animalia","Insecta","Hymenoptera","10.1111/j.1442-1984.1986.tb00018.x","1986","B. ardens","Smith 1879","Evolution of Campanula punctata Lam. in the Izu Islands: Changes of Pollinators and Evolution of Breeding Systems","2-s2.0-0001863631","Apidae","6931944",NA,"33355584","accepted name","2b"
"9549","Sceliphron fuscum","Animalia","Insecta","Hymenoptera","10.1111/j.1756-1051.1986.tb00897.x","1986","S. fuscum","Klug 1801","The pollination of Cymbidiella flabellata (Orchidaceae) in Madagascar: A system operated by sphecid wasps","2-s2.0-84981673131","Sphecidae","6976792",NA,"33340612","accepted name","2b"
"9550","Bombus terrestris","Animalia","Insecta","Hymenoptera","10.1038/hdy.1986.93","1986","B. terrestris","Linnaeus 1758","Variation in the colour of the keel petals in lotus corniculatus l. 3. pollination, herbivory and seed production","2-s2.0-84966140846","Apidae","6931931",NA,"33355584","accepted name","2b"
"9551","Apis florea","Animalia","Insecta","Hymenoptera","10.1080/00218839.1986.111007047","1986","A. florea","Fabricius 1787","Insect pollination increases seed production in cruciferous and umbelliferous crops","2-s2.0-84953160368","Apidae","6971715",NA,"33330735","accepted name","2b"
"9552","Apis mellifera","Animalia","Insecta","Hymenoptera","10.1080/00218839.1986.111007047","1986","A. mellifera","Linnaeus 1758","Insect pollination increases seed production in cruciferous and umbelliferous crops","2-s2.0-84953160368","Apidae","6845885",NA,"33330735","accepted name","2b"
"9553","Apis mellifera","Animalia","Insecta","Hymenoptera","","1986","A. mellifera","Linnaeus 1758","The insect pollinators of Macadamia and their relative importance.","2-s2.0-0022823681","Apidae","6845885",NA,"33330735","accepted name","2b"
"9554","Typocerus lunulatus","Animalia","Insecta","Coleoptera","","1986","T. lunulatus","Swederus 1787","Reproductive biology of two Florida pawpaws: Asimina obovata and A. pygmaea ( Annonaceae).","2-s2.0-0022832739","Cerambycidae","23163459",NA,"33337636","accepted name","2b"
"9555","Typocerus lunulatus texanus","Animalia","Insecta","Coleoptera","","1986","T. lunulatus","Linsley  Chemsak 1976","Reproductive biology of two Florida pawpaws: Asimina obovata and A. pygmaea ( Annonaceae).","2-s2.0-0022832739","Cerambycidae","23164018",NA,"23163459","accepted name","2b"
"9556","Bombus occidentalis","Animalia","Insecta","Hymenoptera","","1986","B. occidentalis","Greene 1858","Pollen transport and deposition by bumble bees in Erythronium: influences of floral nectar and bee grooming.","2-s2.0-0022839922","Apidae","6931915",NA,"33355584","accepted name","2b"
"9557","Dideopsis aegrota","Animalia","Insecta","Diptera","","1985","D. aegrota","Fabricius 1805","Pollination of Paphiopedilum rothschildianum: brood-site deception.","2-s2.0-0022246179","Syrphidae","8661393",NA,"33409323","accepted name","2b"
"9558","Panogena lingens","Animalia","Insecta","Lepidoptera","10.1111/j.1095-8312.1985.tb01549.x","1985","P. lingens","Butler 1877","Monophily and pollination mechanisms in Angraecum arachnites Schltr. (Orchidaceae) in a guild of long?tongued hawk?moths (Sphingidae) in Madagascar","2-s2.0-0022208634","Sphingidae","10636233",NA,"33325447","accepted name","2b"
"9559","Panogena lingens comorana","Animalia","Insecta","Lepidoptera","10.1111/j.1095-8312.1985.tb01549.x","1985","P. lingens","Griveaud 1960","Monophily and pollination mechanisms in Angraecum arachnites Schltr. (Orchidaceae) in a guild of long?tongued hawk?moths (Sphingidae) in Madagascar","2-s2.0-0022208634","Sphingidae","10749358",NA,"10636233","accepted name","2b"
"9560","Osmia sanrafaelae","Animalia","Insecta","Hymenoptera","10.1080/00218839.1985.11100661","1985","O. sanrafaelae","Parker 1985","A Candidate Legume Pollinator, Osmia Sanrafaelae Parker (Hymenoptera: Megachilidae)","2-s2.0-9444253253","Megachilidae","6932462",NA,"33318262","accepted name","2b"
"9561","Epicharis rustica","Animalia","Insecta","Hymenoptera","","1985","E. rustica","Olivier 1789","The role of nectar and oil in the pollination of Drymonia serrulata ( Gesneriaceae) by Epicharis bees ( Anthophoridae) in Panama.","2-s2.0-0022163946","Apidae","6927657",NA,"33341818","accepted name","2b"
"9562","Bombus occidentalis","Animalia","Insecta","Hymenoptera","","1985","B. occidentalis","Greene 1858","Pollination ecology of Cimicifuga arizonica ( Ranunculaceae).","2-s2.0-0022193268","Apidae","6931915",NA,"33355584","accepted name","2b"
"9563","Melitta americana","Animalia","Insecta","Hymenoptera","","1985","M. americana","Smith 1853","Pollination ecology of Vaccinium stamineum ( Ericaceae: Vaccinioideae).","2-s2.0-0022206360","Melittidae","6909806",NA,"33333674","accepted name","2b"
"9564","Bombus diversus","Animalia","Insecta","Hymenoptera","10.1007/BF02488670","1984","B. diversus","Smith 1869","Pollination system and its significance on isolation and hybridization in Japanese Epimedium (Berberidaceae)","2-s2.0-51249182508","Apidae","6931981",NA,"33355584","accepted name","2b"
